"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Frekwencja";"Procent głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Procent głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY NOWA LEWICA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY ANTYPARTIA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA"
300603;"gm. Kotlin";"jarociński";"wielkopolskie";36;12;12;"69,97";"3,65";"56,30";"34,81";"8,89";"96,35";"2,22";"15,75";"7,16";"45,94";"7,83";"19,77";"1,32";;;;;
300604;"gm. Żerków";"jarociński";"wielkopolskie";36;12;12;"71,09";"3,56";"69,54";"21,83";"8,63";"96,44";"1,71";"17,33";"6,51";"50,12";"7,24";"16,03";"1,07";;;;;
300701;"gm. Blizanów";"kaliski";"wielkopolskie";36;8;8;"69,95";"2,03";"53,21";"34,86";"11,93";"97,97";"2,74";"20,16";"6,52";"41,69";"7,35";"19,76";"1,79";;;;;
300702;"gm. Brzeziny";"kaliski";"wielkopolskie";36;11;11;"72,47";"3,12";"59,80";"29,41";"10,78";"96,88";"2,15";"19,99";"6,80";"49,65";"8,16";"12,02";"1,23";;;;;
300703;"gm. Ceków-Kolonia";"kaliski";"wielkopolskie";36;7;7;"70,06";"3,50";"58,43";"37,08";"4,49";"96,50";"1,91";"16,61";"6,84";"45,34";"6,39";"21,57";"1,34";;;;;
300704;"gm. Godziesze Wielkie";"kaliski";"wielkopolskie";36;15;15;"73,66";"2,27";"60,16";"32,81";"7,03";"97,73";"2,41";"14,39";"6,03";"46,55";"8,35";"20,66";"1,61";;;;;
300705;"gm. Koźminek";"kaliski";"wielkopolskie";36;12;12;"68,78";"2,63";"50,00";"37,04";"12,96";"97,37";"2,30";"18,20";"5,70";"50,36";"8,55";"13,43";"1,45";;;;;
300706;"gm. Lisków";"kaliski";"wielkopolskie";36;7;7;"67,87";"4,22";"53,85";"33,33";"12,82";"95,78";"2,19";"20,42";"6,52";"50,49";"6,33";"12,92";"1,13";;;;;
300707;"gm. Mycielin";"kaliski";"wielkopolskie";36;6;6;"69,20";"3,66";"64,89";"25,53";"9,57";"96,34";"2,34";"17,45";"6,87";"52,30";"7,19";"12,72";"1,13";;;;;
300708;"gm. Opatówek";"kaliski";"wielkopolskie";36;9;9;"76,68";"1,83";"58,62";"34,48";"6,90";"98,17";"3,03";"14,59";"8,57";"44,03";"7,51";"20,18";"2,09";;;;;
300709;"gm. Stawiszyn";"kaliski";"wielkopolskie";36;7;7;"70,77";"2,29";"57,95";"40,91";"1,14";"97,71";"2,50";"16,96";"7,72";"44,69";"7,05";"19,78";"1,30";;;;;
300710;"gm. Szczytniki";"kaliski";"wielkopolskie";36;7;7;"73,01";"2,73";"54,62";"37,82";"7,56";"97,27";"2,19";"13,99";"5,09";"59,90";"7,18";"9,72";"1,93";;;;;
300711;"gm. Żelazków";"kaliski";"wielkopolskie";36;8;8;"74,34";"2,02";"58,56";"26,13";"15,32";"97,98";"2,43";"14,68";"6,06";"44,95";"6,73";"23,08";"2,06";;;;;
300801;"gm. Baranów";"kępiński";"wielkopolskie";36;9;9;"76,18";"2,56";"64,46";"28,10";"7,44";"97,44";"1,87";"15,30";"5,34";"36,73";"7,57";"30,94";"2,26";;;;;
300802;"gm. Bralin";"kępiński";"wielkopolskie";36;7;7;"74,63";"2,50";"62,79";"29,07";"8,14";"97,50";"1,10";"15,13";"7,73";"34,55";"7,94";"32,10";"1,46";;;;;
300803;"gm. Kępno";"kępiński";"wielkopolskie";36;18;18;"74,76";"2,01";"49,82";"41,76";"8,42";"97,99";"1,48";"13,94";"5,64";"33,14";"5,99";"38,36";"1,46";;;;;
300804;"gm. Łęka Opatowska";"kępiński";"wielkopolskie";36;4;4;"72,99";"3,79";"56,76";"36,04";"7,21";"96,21";"1,74";"15,55";"4,62";"43,15";"8,77";"24,08";"2,10";;;;;
300805;"gm. Perzów";"kępiński";"wielkopolskie";36;5;5;"70,28";"3,71";"73,33";"18,67";"8,00";"96,29";"1,75";"13,15";"6,99";"36,36";"7,55";"33,28";"0,92";;;;;
300806;"gm. Rychtal";"kępiński";"wielkopolskie";36;5;5;"68,73";"3,89";"70,13";"27,27";"2,60";"96,11";"1,68";"14,19";"4,99";"42,93";"7,57";"27,27";"1,37";;;;;
300807;"gm. Trzcinica";"kępiński";"wielkopolskie";36;6;6;"72,24";"2,40";"61,19";"37,31";"1,49";"97,60";"1,43";"12,08";"3,34";"43,48";"8,45";"28,98";"2,24";;;;;
300901;"m. Koło";"kolski";"wielkopolskie";37;15;15;"72,56";"2,12";"54,62";"41,60";"3,78";"97,88";"2,04";"17,48";"8,56";"36,82";"6,22";"27,21";"1,36";"0,32";;;;
300902;"gm. Babiak";"kolski";"wielkopolskie";37;5;5;"66,51";"2,64";"48,08";"45,19";"6,73";"97,36";"2,29";"12,07";"5,32";"55,49";"8,11";"15,07";"0,99";"0,65";;;;
300903;"gm. Chodów";"kolski";"wielkopolskie";37;4;4;"63,76";"3,64";"61,82";"34,55";"3,64";"96,36";"1,71";"10,91";"5,62";"56,93";"8,30";"12,83";"0,41";"3,29";;;;
300904;"gm. Dąbie";"kolski";"wielkopolskie";37;5;5;"69,56";"3,28";"50,93";"37,04";"12,04";"96,72";"1,94";"11,29";"5,24";"61,05";"6,40";"12,57";"1,22";"0,28";;;;
300905;"gm. Grzegorzew";"kolski";"wielkopolskie";37;7;7;"70,63";"3,42";"59,62";"33,65";"6,73";"96,58";"2,41";"13,16";"7,59";"53,47";"7,65";"13,54";"1,70";"0,48";;;;
300906;"gm. Kłodawa";"kolski";"wielkopolskie";37;11;11;"67,10";"2,63";"64,67";"29,34";"5,99";"97,37";"1,79";"10,65";"5,98";"52,88";"7,80";"19,58";"0,90";"0,42";;;;
300907;"gm. Koło";"kolski";"wielkopolskie";37;7;7;"72,84";"2,01";"56,82";"32,95";"10,23";"97,99";"2,03";"17,09";"5,71";"45,28";"8,58";"19,33";"1,73";"0,26";;;;
300908;"gm. Kościelec";"kolski";"wielkopolskie";37;4;4;"73,12";"2,49";"53,68";"37,89";"8,42";"97,51";"2,17";"15,27";"5,69";"51,15";"7,70";"16,56";"1,18";"0,27";;;;
300909;"gm. Olszówka";"kolski";"wielkopolskie";37;4;4;"64,53";"3,59";"58,23";"36,71";"5,06";"96,41";"2,31";"10,12";"4,99";"63,18";"7,30";"10,50";"0,94";"0,66";;;;
300910;"gm. Osiek Mały";"kolski";"wielkopolskie";37;3;3;"71,29";"2,60";"48,86";"50,00";"1,14";"97,40";"2,15";"16,69";"5,21";"52,86";"8,45";"12,69";"1,58";"0,36";;;;
300911;"gm. Przedecz";"kolski";"wielkopolskie";37;3;3;"67,21";"2,79";"38,98";"55,93";"5,08";"97,21";"1,85";"11,35";"6,48";"54,97";"9,99";"14,08";"0,58";"0,68";;;;
301001;"gm. Golina";"koniński";"wielkopolskie";37;7;7;"71,59";"2,25";"56,21";"34,64";"9,15";"97,75";"2,67";"16,17";"7,97";"43,52";"6,75";"21,26";"1,34";"0,33";;;;
301002;"gm. Grodziec";"koniński";"wielkopolskie";37;4;4;"68,69";"3,65";"61,22";"35,71";"3,06";"96,35";"2,28";"15,56";"7,03";"52,12";"7,37";"14,25";"1,04";"0,35";;;;
301003;"gm. Kazimierz Biskupi";"koniński";"wielkopolskie";37;11;11;"74,21";"2,64";"54,02";"38,51";"7,47";"97,36";"3,43";"15,66";"8,20";"41,77";"6,82";"22,34";"1,49";"0,28";;;;
301004;"gm. Kleczew";"koniński";"wielkopolskie";37;9;9;"72,33";"3,68";"68,97";"28,08";"2,96";"96,32";"4,95";"20,17";"5,76";"50,36";"5,25";"12,07";"1,05";"0,38";;;;
301005;"gm. Kramsk";"koniński";"wielkopolskie";37;12;12;"72,44";"2,64";"59,17";"36,69";"4,14";"97,36";"2,22";"14,25";"6,79";"49,15";"8,25";"17,27";"1,89";"0,18";;;;
301006;"gm. Krzymów";"koniński";"wielkopolskie";37;6;6;"72,88";"2,14";"64,29";"32,65";"3,06";"97,86";"2,51";"13,13";"6,22";"49,21";"8,03";"19,10";"1,45";"0,36";;;;
301007;"gm. Rychwał";"koniński";"wielkopolskie";37;7;7;"71,71";"3,38";"71,43";"24,68";"3,90";"96,62";"5,72";"10,23";"14,16";"50,32";"6,58";"11,62";"1,04";"0,34";;;;
301008;"gm. Rzgów";"koniński";"wielkopolskie";37;4;4;"69,92";"2,48";"62,89";"34,02";"3,09";"97,52";"2,73";"15,90";"9,18";"47,02";"7,35";"16,32";"1,29";"0,21";;;;
301009;"gm. Skulsk";"koniński";"wielkopolskie";37;9;9;"64,20";"3,92";"70,94";"26,50";"2,56";"96,08";"2,61";"12,05";"7,04";"50,96";"8,08";"17,14";"2,02";"0,10";;;;
301010;"gm. Sompolno";"koniński";"wielkopolskie";37;7;7;"69,47";"3,10";"56,14";"38,60";"5,26";"96,90";"2,23";"11,88";"6,00";"55,29";"7,22";"15,43";"1,76";"0,19";;;;
301011;"gm. Stare Miasto";"koniński";"wielkopolskie";37;8;8;"76,72";"2,36";"50,87";"45,09";"4,05";"97,64";"2,94";"17,39";"8,09";"39,12";"6,87";"24,01";"1,35";"0,22";;;;
301012;"gm. Ślesin";"koniński";"wielkopolskie";37;12;12;"71,15";"1,89";"62,16";"30,41";"7,43";"98,11";"1,94";"12,48";"6,17";"47,72";"6,96";"23,11";"1,39";"0,23";;;;
301013;"gm. Wierzbinek";"koniński";"wielkopolskie";37;8;8;"65,09";"3,86";"55,56";"32,59";"11,85";"96,14";"2,29";"9,22";"5,27";"65,61";"6,55";"9,46";"1,43";"0,18";;;;
301014;"gm. Wilczyn";"koniński";"wielkopolskie";37;7;7;"68,55";"3,77";"65,55";"27,73";"6,72";"96,23";"3,85";"14,88";"6,29";"53,31";"6,82";"13,20";"1,45";"0,20";;;;
301101;"m. Kościan";"kościański";"wielkopolskie";36;14;14;"79,36";"1,78";"46,77";"42,59";"10,65";"98,22";"1,62";"17,41";"10,77";"24,23";"4,90";"39,75";"1,31";;;;;
301102;"gm. Czempiń";"kościański";"wielkopolskie";36;14;14;"75,65";"3,50";"53,04";"33,60";"13,36";"96,50";"2,42";"20,42";"9,44";"28,12";"6,86";"30,08";"2,66";;;;;
301103;"gm. Kościan";"kościański";"wielkopolskie";36;12;12;"74,53";"3,03";"55,20";"37,99";"6,81";"96,97";"2,40";"19,22";"8,58";"31,57";"7,29";"29,45";"1,49";;;;;
301104;"gm. Krzywiń";"kościański";"wielkopolskie";36;18;18;"74,03";"4,26";"59,32";"32,63";"8,05";"95,74";"1,66";"27,99";"5,21";"43,81";"6,55";"12,19";"2,59";;;;;
301105;"gm. Śmigiel";"kościański";"wielkopolskie";36;22;22;"71,99";"3,68";"57,64";"35,45";"6,92";"96,32";"2,40";"16,21";"7,12";"36,62";"7,42";"28,24";"1,98";;;;;
301201;"m. Sulmierzyce";"krotoszyński";"wielkopolskie";36;1;1;"72,45";"4,74";"55,56";"34,72";"9,72";"95,26";"2,76";"17,75";"6,84";"41,99";"7,39";"21,82";"1,45";;;;;
301202;"gm. Kobylin";"krotoszyński";"wielkopolskie";36;10;10;"68,94";"4,06";"50,00";"38,69";"11,31";"95,94";"2,39";"16,75";"6,35";"46,76";"8,01";"18,56";"1,18";;;;;
301203;"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";36;9;9;"69,00";"2,74";"52,94";"38,50";"8,56";"97,26";"2,32";"15,67";"6,69";"40,71";"7,79";"24,82";"2,00";;;;;
301204;"gm. Krotoszyn";"krotoszyński";"wielkopolskie";36;35;35;"73,96";"2,04";"56,22";"28,44";"15,33";"97,96";"2,08";"17,61";"8,74";"35,59";"6,73";"27,96";"1,28";;;;;
301205;"gm. Rozdrażew";"krotoszyński";"wielkopolskie";36;7;7;"72,03";"3,79";"60,00";"34,29";"5,71";"96,21";"2,62";"17,80";"5,36";"51,80";"7,42";"12,59";"2,40";;;;;
301206;"gm. Zduny";"krotoszyński";"wielkopolskie";36;8;8;"69,07";"2,49";"55,67";"28,87";"15,46";"97,51";"2,95";"15,37";"10,12";"37,70";"7,28";"25,10";"1,48";;;;;
301301;"gm. Krzemieniewo";"leszczyński";"wielkopolskie";36;8;8;"70,01";"4,54";"61,88";"33,17";"4,95";"95,46";"2,85";"15,24";"9,07";"40,65";"8,41";"21,97";"1,81";;;;;
301302;"gm. Lipno";"leszczyński";"wielkopolskie";36;7;7;"77,26";"2,87";"49,34";"42,76";"7,89";"97,13";"3,50";"19,05";"9,34";"26,02";"8,04";"32,54";"1,50";;;;;
301303;"gm. Osieczna";"leszczyński";"wielkopolskie";36;11;11;"73,93";"3,59";"63,87";"32,46";"3,66";"96,41";"3,04";"16,70";"8,87";"34,44";"7,89";"27,69";"1,36";;;;;
301304;"gm. Rydzyna";"leszczyński";"wielkopolskie";36;12;12;"76,58";"2,78";"61,59";"35,98";"2,44";"97,22";"3,41";"17,58";"8,81";"29,31";"8,41";"30,69";"1,79";;;;;
301305;"gm. Święciechowa";"leszczyński";"wielkopolskie";36;4;4;"74,77";"2,52";"60,50";"33,61";"5,88";"97,48";"3,18";"15,69";"10,10";"29,49";"8,86";"31,43";"1,24";;;;;
301306;"gm. Wijewo";"leszczyński";"wielkopolskie";36;2;2;"75,30";"5,33";"62,28";"29,82";"7,89";"94,67";"2,37";"25,02";"7,31";"35,93";"7,40";"19,30";"2,67";;;;;
301307;"gm. Włoszakowice";"leszczyński";"wielkopolskie";36;6;6;"73,36";"2,74";"50,33";"45,70";"3,97";"97,26";"3,40";"23,58";"7,72";"31,27";"7,94";"24,49";"1,61";;;;;
301401;"gm. Chrzypsko Wielkie";"międzychodzki";"wielkopolskie";38;3;3;"68,96";"3,95";"48,61";"41,67";"9,72";"96,05";"1,71";"18,00";"6,69";"35,14";"7,77";"29,20";"1,49";;;;;
301402;"gm. Kwilcz";"międzychodzki";"wielkopolskie";38;3;3;"68,51";"3,41";"63,72";"30,97";"5,31";"96,59";"1,78";"17,02";"7,59";"31,38";"6,46";"34,19";"1,59";;;;;
301403;"gm. Międzychód";"międzychodzki";"wielkopolskie";38;17;17;"73,51";"2,64";"64,04";"22,85";"13,11";"97,36";"1,73";"14,01";"14,98";"24,17";"5,98";"37,81";"1,33";;;;;
301404;"gm. Sieraków";"międzychodzki";"wielkopolskie";38;4;4;"69,36";"2,45";"61,26";"30,63";"8,11";"97,55";"1,43";"18,75";"7,43";"30,28";"5,66";"34,93";"1,52";;;;;
301501;"gm. Kuślin";"nowotomyski";"wielkopolskie";38;3;3;"71,13";"3,64";"62,50";"34,62";"2,88";"96,36";"2,03";"17,41";"5,33";"36,38";"7,44";"29,92";"1,49";;;;;
301502;"gm. Lwówek";"nowotomyski";"wielkopolskie";38;8;8;"69,78";"3,20";"60,93";"35,10";"3,97";"96,80";"1,71";"16,25";"5,88";"32,69";"6,82";"35,40";"1,25";;;;;
301503;"gm. Miedzichowo";"nowotomyski";"wielkopolskie";38;2;2;"73,46";"4,03";"65,17";"23,60";"11,24";"95,97";"1,51";"15,38";"5,28";"32,69";"6,98";"36,51";"1,65";;;;;
301504;"gm. Nowy Tomyśl";"nowotomyski";"wielkopolskie";38;19;19;"76,60";"1,71";"56,44";"29,55";"14,02";"98,29";"1,53";"14,51";"7,15";"22,69";"5,92";"46,56";"1,63";;;;;
301505;"gm. Opalenica";"nowotomyski";"wielkopolskie";38;11;11;"75,94";"2,15";"59,70";"32,84";"7,46";"97,85";"1,59";"17,62";"6,41";"30,12";"6,54";"35,43";"2,29";;;;;
301506;"gm. Zbąszyń";"nowotomyski";"wielkopolskie";38;13;13;"76,75";"2,46";"63,08";"25,64";"11,28";"97,54";"1,45";"12,33";"5,33";"23,65";"7,61";"48,22";"1,41";;;;;
301601;"gm. Oborniki";"obornicki";"wielkopolskie";38;36;36;"77,57";"2,28";"64,29";"29,46";"6,25";"97,72";"1,39";"25,01";"8,27";"24,36";"6,34";"32,42";"2,21";;;;;
301602;"gm. Rogoźno";"obornicki";"wielkopolskie";38;21;21;"72,68";"3,72";"71,99";"22,69";"5,32";"96,28";"2,55";"21,89";"8,90";"29,15";"6,91";"29,35";"1,26";;;;;
301603;"gm. Ryczywół";"obornicki";"wielkopolskie";38;9;9;"70,07";"4,67";"68,39";"27,01";"4,60";"95,33";"2,11";"23,92";"7,06";"34,14";"6,75";"24,71";"1,29";;;;;
301701;"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";36;43;43;"76,84";"1,54";"47,78";"40,32";"11,90";"98,46";"1,51";"13,07";"11,54";"27,34";"5,79";"39,29";"1,47";;;;;
301702;"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";36;13;13;"73,19";"2,21";"60,10";"29,53";"10,36";"97,79";"2,60";"15,46";"6,46";"38,79";"7,27";"28,05";"1,37";;;;;
301703;"gm. Odolanów";"ostrowski";"wielkopolskie";36;18;18;"72,57";"3,25";"55,89";"38,40";"5,70";"96,75";"1,85";"12,24";"5,68";"49,82";"7,88";"21,14";"1,39";;;;;
301704;"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";36;25;25;"74,26";"2,48";"65,07";"30,15";"4,78";"97,52";"1,94";"15,28";"8,55";"40,14";"7,60";"24,89";"1,59";;;;;
301705;"gm. Przygodzice";"ostrowski";"wielkopolskie";36;12;12;"74,49";"2,42";"65,12";"22,09";"12,79";"97,58";"1,56";"16,86";"7,49";"40,14";"6,80";"25,69";"1,47";;;;;
301706;"gm. Raszków";"ostrowski";"wielkopolskie";36;15;15;"72,73";"2,55";"56,36";"33,33";"10,30";"97,45";"2,08";"13,88";"7,18";"45,66";"7,75";"21,89";"1,56";;;;;
301707;"gm. Sieroszewice";"ostrowski";"wielkopolskie";36;13;13;"70,43";"3,56";"59,56";"30,60";"9,84";"96,44";"2,40";"14,41";"5,95";"49,68";"7,88";"17,86";"1,83";;;;;
301708;"gm. Sośnie";"ostrowski";"wielkopolskie";36;8;8;"67,03";"4,26";"67,61";"28,87";"3,52";"95,74";"2,22";"14,29";"5,23";"48,75";"10,12";"18,48";"0,91";;;;;
301801;"gm. Czajków";"ostrzeszowski";"wielkopolskie";36;2;2;"76,46";"4,05";"61,67";"36,67";"1,67";"95,95";"1,83";"18,44";"5,84";"50,53";"7,46";"14,64";"1,27";;;;;
301802;"gm. Doruchów";"ostrzeszowski";"wielkopolskie";36;8;8;"70,80";"3,19";"57,14";"32,97";"9,89";"96,81";"2,14";"20,07";"6,30";"46,11";"7,71";"16,66";"1,01";;;;;
301803;"gm. Grabów nad Prosną";"ostrzeszowski";"wielkopolskie";36;13;13;"71,82";"3,70";"61,25";"31,25";"7,50";"96,30";"1,95";"21,07";"7,13";"40,91";"8,48";"18,52";"1,95";;;;;
301804;"gm. Kobyla Góra";"ostrzeszowski";"wielkopolskie";36;12;12;"71,97";"3,47";"66,39";"29,41";"4,20";"96,53";"1,96";"21,55";"5,89";"33,34";"9,13";"26,72";"1,39";;;;;
301805;"gm. Kraszewice";"ostrzeszowski";"wielkopolskie";36;5;5;"71,23";"2,97";"65,52";"31,03";"3,45";"97,03";"1,85";"22,64";"5,86";"45,07";"6,49";"17,15";"0,95";;;;;
301806;"gm. Mikstat";"ostrzeszowski";"wielkopolskie";36;7;7;"72,85";"3,20";"62,14";"30,10";"7,77";"96,80";"1,41";"12,06";"5,17";"57,30";"6,51";"15,46";"2,09";;;;;
301807;"gm. Ostrzeszów";"ostrzeszowski";"wielkopolskie";36;21;21;"72,58";"1,82";"58,75";"33,33";"7,92";"98,18";"1,93";"19,80";"8,27";"31,31";"6,77";"30,41";"1,51";;;;;
301901;"m. Piła";"pilski";"wielkopolskie";38;33;33;"75,84";"1,37";"56,03";"33,21";"10,76";"98,63";"1,78";"15,07";"8,43";"24,53";"6,06";"42,85";"1,28";;;;;
301902;"gm. Białośliwie";"pilski";"wielkopolskie";38;6;6;"72,15";"2,86";"56,94";"36,11";"6,94";"97,14";"2,05";"18,95";"5,89";"37,66";"10,36";"23,29";"1,80";;;;;
301903;"gm. Kaczory";"pilski";"wielkopolskie";38;10;10;"75,79";"3,00";"58,78";"25,19";"16,03";"97,00";"1,75";"18,75";"6,91";"33,33";"7,74";"28,80";"2,71";;;;;
301904;"gm. Łobżenica";"pilski";"wielkopolskie";38;15;15;"65,55";"4,63";"67,62";"25,24";"7,14";"95,37";"1,64";"15,73";"4,87";"50,36";"8,02";"16,79";"2,59";;;;;
301905;"gm. Miasteczko Krajeńskie";"pilski";"wielkopolskie";38;5;5;"67,73";"2,66";"59,52";"26,19";"14,29";"97,34";"2,28";"17,77";"5,99";"31,45";"8,46";"31,38";"2,67";;;;;
301906;"gm. Szydłowo";"pilski";"wielkopolskie";38;13;13;"74,24";"3,20";"57,06";"34,12";"8,82";"96,80";"2,21";"18,76";"8,82";"25,31";"7,94";"35,58";"1,38";;;;;
301907;"gm. Ujście";"pilski";"wielkopolskie";38;9;9;"71,13";"3,14";"56,06";"31,06";"12,88";"96,86";"2,02";"16,40";"7,33";"30,05";"7,97";"34,80";"1,43";;;;;
301908;"gm. Wyrzysk";"pilski";"wielkopolskie";38;15;15;"66,26";"3,38";"67,84";"22,91";"9,25";"96,62";"1,52";"17,91";"7,19";"36,62";"9,03";"25,92";"1,80";;;;;
301909;"gm. Wysoka";"pilski";"wielkopolskie";38;12;12;"66,65";"4,40";"64,03";"25,90";"10,07";"95,60";"2,35";"16,86";"5,96";"42,00";"8,51";"22,26";"2,05";;;;;
302001;"gm. Chocz";"pleszewski";"wielkopolskie";36;7;7;"69,32";"3,55";"62,22";"36,67";"1,11";"96,45";"1,35";"15,28";"10,99";"45,73";"8,79";"16,39";"1,47";;;;;
302002;"gm. Czermin";"pleszewski";"wielkopolskie";36;7;7;"73,09";"4,52";"57,38";"36,89";"5,74";"95,48";"2,29";"19,22";"5,23";"51,12";"6,28";"13,99";"1,86";;;;;
302003;"gm. Dobrzyca";"pleszewski";"wielkopolskie";36;11;11;"70,34";"4,21";"64,09";"33,70";"2,21";"95,79";"1,53";"23,59";"5,59";"42,53";"6,19";"18,34";"2,23";;;;;
302004;"gm. Gizałki";"pleszewski";"wielkopolskie";36;6;6;"69,64";"4,93";"64,17";"30,83";"5,00";"95,07";"1,77";"16,28";"5,40";"54,10";"6,69";"14,21";"1,55";;;;;
302005;"gm. Gołuchów";"pleszewski";"wielkopolskie";36;11;11;"73,35";"2,42";"62,91";"26,49";"10,60";"97,58";"2,12";"19,70";"5,48";"41,34";"7,05";"22,64";"1,68";;;;;
302006;"gm. Pleszew";"pleszewski";"wielkopolskie";36;30;30;"72,06";"2,18";"60,29";"26,00";"13,71";"97,82";"1,90";"16,39";"7,54";"34,29";"6,57";"32,00";"1,32";;;;;
302101;"m. Luboń";"poznański";"wielkopolskie";39;14;14;"84,17";"0,96";"57,59";"42,41";"0,00";"99,04";"2,01";"16,99";"11,24";"20,56";"5,99";"43,21";;;;;;
302102;"m. Puszczykowo";"poznański";"wielkopolskie";39;7;7;"84,23";"1,10";"52,11";"47,89";"0,00";"98,90";"1,25";"14,67";"8,28";"21,17";"5,48";"49,15";;;;;;
302103;"gm. Buk";"poznański";"wielkopolskie";39;6;6;"77,54";"2,17";"59,15";"40,85";"0,00";"97,83";"2,11";"16,44";"7,46";"29,66";"6,30";"38,04";;;;;;
302104;"gm. Czerwonak";"poznański";"wielkopolskie";39;15;15;"82,87";"1,35";"58,82";"41,18";"0,00";"98,65";"1,80";"16,54";"10,94";"21,74";"5,58";"43,40";;;;;;
302105;"gm. Dopiewo";"poznański";"wielkopolskie";39;16;16;"88,25";"0,84";"59,54";"40,46";"0,00";"99,16";"1,72";"18,86";"10,07";"16,86";"6,14";"46,35";;;;;;
302106;"gm. Kleszczewo";"poznański";"wielkopolskie";39;4;4;"87,28";"1,50";"55,00";"45,00";"0,00";"98,50";"2,34";"20,81";"9,55";"21,20";"6,86";"39,25";;;;;;
302107;"gm. Komorniki";"poznański";"wielkopolskie";39;14;14;"86,46";"0,87";"56,65";"43,35";"0,00";"99,13";"1,56";"17,60";"11,75";"15,54";"5,61";"47,94";;;;;;
302108;"gm. Kostrzyn";"poznański";"wielkopolskie";39;11;11;"77,31";"1,80";"56,52";"43,48";"0,00";"98,20";"2,28";"18,11";"9,45";"28,22";"7,77";"34,19";;;;;;
302109;"gm. Kórnik";"poznański";"wielkopolskie";39;25;25;"85,38";"1,26";"59,47";"40,53";"0,00";"98,74";"1,99";"19,75";"9,59";"19,61";"7,16";"41,90";;;;;;
302110;"gm. Mosina";"poznański";"wielkopolskie";39;28;28;"82,11";"1,49";"60,58";"39,42";"0,00";"98,51";"2,18";"16,51";"9,55";"24,49";"6,86";"40,41";;;;;;
302111;"gm. Murowana Goślina";"poznański";"wielkopolskie";39;13;13;"78,94";"1,98";"61,58";"38,42";"0,00";"98,02";"2,10";"16,69";"11,92";"23,35";"5,90";"40,03";;;;;;
302112;"gm. Pobiedziska";"poznański";"wielkopolskie";39;17;17;"80,02";"2,03";"69,14";"30,86";"0,00";"97,97";"2,09";"15,90";"9,81";"24,27";"6,60";"41,34";;;;;;
302113;"gm. Rokietnica";"poznański";"wielkopolskie";39;10;10;"86,30";"0,91";"53,66";"46,34";"0,00";"99,09";"1,80";"17,30";"9,75";"17,15";"6,00";"47,99";;;;;;
302114;"gm. Stęszew";"poznański";"wielkopolskie";39;8;8;"76,42";"1,85";"75,60";"24,40";"0,00";"98,15";"1,72";"23,13";"8,89";"25,94";"6,54";"33,79";;;;;;
302115;"gm. Suchy Las";"poznański";"wielkopolskie";39;8;8;"88,08";"0,68";"45,88";"54,12";"0,00";"99,32";"1,38";"16,19";"9,91";"17,23";"5,62";"49,67";;;;;;
302116;"gm. Swarzędz";"poznański";"wielkopolskie";39;28;28;"83,48";"1,08";"57,18";"42,82";"0,00";"98,92";"1,94";"17,69";"9,61";"20,86";"6,18";"43,72";;;;;;
302117;"gm. Tarnowo Podgórne";"poznański";"wielkopolskie";39;20;20;"86,61";"0,91";"53,55";"46,45";"0,00";"99,09";"1,66";"16,67";"9,03";"17,91";"5,53";"49,20";;;;;;
302201;"gm. Bojanowo";"rawicki";"wielkopolskie";36;8;8;"67,83";"2,88";"43,55";"45,16";"11,29";"97,12";"2,63";"17,67";"9,34";"32,39";"8,19";"28,04";"1,74";;;;;
302202;"gm. Jutrosin";"rawicki";"wielkopolskie";36;9;9;"70,33";"4,15";"53,90";"32,47";"13,64";"95,85";"2,84";"17,94";"8,14";"45,07";"8,51";"15,50";"1,99";;;;;
302203;"gm. Miejska Górka";"rawicki";"wielkopolskie";36;12;12;"73,02";"4,12";"70,48";"22,86";"6,67";"95,88";"2,50";"19,35";"8,92";"41,75";"8,30";"17,73";"1,45";;;;;
